"resource","season","zone","imports","exports"
"biodiesel","wint","residential",0.00,0.00
"biodiesel","sum","residential",0.00,0.00
"biodiesel","shoulder","residential",0.00,0.00
"biodiesel","wint","school",0.00,0.00
"biodiesel","sum","school",0.00,0.00
"biodiesel","shoulder","school",0.00,0.00
"biodiesel","wint","tech",0.00,0.00
"biodiesel","sum","tech",0.00,0.00
"biodiesel","shoulder","tech",0.00,0.00
"biogas","wint","dormitories",0.00,0.00
"biogas","sum","dormitories",0.00,0.00
"biogas","shoulder","dormitories",0.00,0.00
"biogas","wint","energyIsland",0.00,0.00
"biogas","sum","energyIsland",0.00,0.00
"biogas","shoulder","energyIsland",0.00,0.00
"biogas","wint","factory",0.00,0.00
"biogas","sum","factory",0.00,0.00
"biogas","shoulder","factory",0.00,0.00
"biogas","wint","factory_assembly",0.00,0.00
"biogas","sum","factory_assembly",0.00,0.00
"biogas","shoulder","factory_assembly",0.00,0.00
"biogas","wint","factory_blades",0.00,0.00
"biogas","sum","factory_blades",0.00,0.00
"biogas","shoulder","factory_blades",0.00,0.00
"biogas","wint","hospital",0.00,0.00
"biogas","sum","hospital",0.00,0.00
"biogas","shoulder","hospital",0.00,0.00
"biogas","wint","multifunction",0.00,0.00
"biogas","sum","multifunction",0.00,0.00
"biogas","shoulder","multifunction",0.00,0.00
"biogas","wint","northDistrict",0.00,0.00
"biogas","sum","northDistrict",0.00,0.00
"biogas","shoulder","northDistrict",0.00,0.00
"biogas","wint","quality",0.00,0.00
"biogas","sum","quality",0.00,0.00
"biogas","shoulder","quality",0.00,0.00
"biogas","wint","reserved",0.00,0.00
"biogas","sum","reserved",0.00,0.00
"biogas","shoulder","reserved",0.00,0.00
"biogas","wint","residential",0.00,0.00
"biogas","sum","residential",0.00,0.00
"biogas","shoulder","residential",0.00,0.00
"biogas","wint","school",0.00,0.00
"biogas","sum","school",0.00,0.00
"biogas","shoulder","school",0.00,0.00
"biogas","wint","tech",0.00,0.00
"biogas","sum","tech",0.00,0.00
"biogas","shoulder","tech",0.00,0.00
"biomass","wint","dormitories",0.00,0.00
"biomass","sum","dormitories",0.00,0.00
"biomass","shoulder","dormitories",0.00,0.00
"biomass","wint","energyIsland",0.00,0.00
"biomass","sum","energyIsland",0.00,0.00
"biomass","shoulder","energyIsland",0.00,0.00
"biomass","wint","factory",0.00,0.00
"biomass","sum","factory",0.00,0.00
"biomass","shoulder","factory",0.00,0.00
"biomass","wint","factory_assembly",0.00,0.00
"biomass","sum","factory_assembly",0.00,0.00
"biomass","shoulder","factory_assembly",0.00,0.00
"biomass","wint","factory_blades",0.00,0.00
"biomass","sum","factory_blades",0.00,0.00
"biomass","shoulder","factory_blades",0.00,0.00
"biomass","wint","hospital",0.00,0.00
"biomass","sum","hospital",0.00,0.00
"biomass","shoulder","hospital",0.00,0.00
"biomass","wint","multifunction",0.00,0.00
"biomass","sum","multifunction",0.00,0.00
"biomass","shoulder","multifunction",0.00,0.00
"biomass","wint","northDistrict",0.00,0.00
"biomass","sum","northDistrict",0.00,0.00
"biomass","shoulder","northDistrict",0.00,0.00
"biomass","wint","quality",0.00,0.00
"biomass","sum","quality",0.00,0.00
"biomass","shoulder","quality",0.00,0.00
"biomass","wint","reserved",0.00,0.00
"biomass","sum","reserved",0.00,0.00
"biomass","shoulder","reserved",0.00,0.00
"biomass","wint","residential",0.00,0.00
"biomass","sum","residential",0.00,0.00
"biomass","shoulder","residential",0.00,0.00
"biomass","wint","school",0.00,0.00
"biomass","sum","school",0.00,0.00
"biomass","shoulder","school",0.00,0.00
"biomass","wint","tech",0.00,0.00
"biomass","sum","tech",0.00,0.00
"biomass","shoulder","tech",0.00,0.00
"biomassAgriWaste","wint","dormitories",0.00,0.00
"biomassAgriWaste","sum","dormitories",0.00,0.00
"biomassAgriWaste","shoulder","dormitories",0.00,0.00
"biomassAgriWaste","wint","energyIsland",0.00,0.00
"biomassAgriWaste","sum","energyIsland",0.00,0.00
"biomassAgriWaste","shoulder","energyIsland",0.00,0.00
"biomassAgriWaste","wint","factory",0.00,0.00
"biomassAgriWaste","sum","factory",0.00,0.00
"biomassAgriWaste","shoulder","factory",0.00,0.00
"biomassAgriWaste","wint","factory_assembly",0.00,0.00
"biomassAgriWaste","sum","factory_assembly",0.00,0.00
"biomassAgriWaste","shoulder","factory_assembly",0.00,0.00
"biomassAgriWaste","wint","factory_blades",0.00,0.00
"biomassAgriWaste","sum","factory_blades",0.00,0.00
"biomassAgriWaste","shoulder","factory_blades",0.00,0.00
"biomassAgriWaste","wint","hospital",0.00,0.00
"biomassAgriWaste","sum","hospital",0.00,0.00
"biomassAgriWaste","shoulder","hospital",0.00,0.00
"biomassAgriWaste","wint","multifunction",0.00,0.00
"biomassAgriWaste","sum","multifunction",0.00,0.00
"biomassAgriWaste","shoulder","multifunction",0.00,0.00
"biomassAgriWaste","wint","northDistrict",0.00,0.00
"biomassAgriWaste","sum","northDistrict",0.00,0.00
"biomassAgriWaste","shoulder","northDistrict",0.00,0.00
"biomassAgriWaste","wint","quality",0.00,0.00
"biomassAgriWaste","sum","quality",0.00,0.00
"biomassAgriWaste","shoulder","quality",0.00,0.00
"biomassAgriWaste","wint","reserved",0.00,0.00
"biomassAgriWaste","sum","reserved",0.00,0.00
"biomassAgriWaste","shoulder","reserved",0.00,0.00
"biomassAgriWaste","wint","residential",0.00,0.00
"biomassAgriWaste","sum","residential",0.00,0.00
"biomassAgriWaste","shoulder","residential",0.00,0.00
"biomassAgriWaste","wint","school",0.00,0.00
"biomassAgriWaste","sum","school",0.00,0.00
"biomassAgriWaste","shoulder","school",0.00,0.00
"biomassAgriWaste","wint","tech",0.00,0.00
"biomassAgriWaste","sum","tech",0.00,0.00
"biomassAgriWaste","shoulder","tech",0.00,0.00
"biooil","wint","dormitories",0.00,0.00
"biooil","sum","dormitories",0.00,0.00
"biooil","shoulder","dormitories",0.00,0.00
"biooil","wint","energyIsland",0.00,0.00
"biooil","sum","energyIsland",0.00,0.00
"biooil","shoulder","energyIsland",0.00,0.00
"biooil","wint","factory",0.00,0.00
"biooil","sum","factory",0.00,0.00
"biooil","shoulder","factory",0.00,0.00
"biooil","wint","factory_assembly",0.00,0.00
"biooil","sum","factory_assembly",0.00,0.00
"biooil","shoulder","factory_assembly",0.00,0.00
"biooil","wint","factory_blades",0.00,0.00
"biooil","sum","factory_blades",0.00,0.00
"biooil","shoulder","factory_blades",0.00,0.00
"biooil","wint","hospital",0.00,0.00
"biooil","sum","hospital",0.00,0.00
"biooil","shoulder","hospital",0.00,0.00
"biooil","wint","multifunction",0.00,0.00
"biooil","sum","multifunction",0.00,0.00
"biooil","shoulder","multifunction",0.00,0.00
"biooil","wint","northDistrict",0.00,0.00
"biooil","sum","northDistrict",0.00,0.00
"biooil","shoulder","northDistrict",0.00,0.00
"biooil","wint","quality",0.00,0.00
"biooil","sum","quality",0.00,0.00
"biooil","shoulder","quality",0.00,0.00
"biooil","wint","reserved",0.00,0.00
"biooil","sum","reserved",0.00,0.00
"biooil","shoulder","reserved",0.00,0.00
"biooil","wint","residential",0.00,0.00
"biooil","sum","residential",0.00,0.00
"biooil","shoulder","residential",0.00,0.00
"biooil","wint","school",0.00,0.00
"biooil","sum","school",0.00,0.00
"biooil","shoulder","school",0.00,0.00
"biooil","wint","tech",0.00,0.00
"biooil","sum","tech",0.00,0.00
"biooil","shoulder","tech",0.00,0.00
"butanol","wint","dormitories",0.00,0.00
"butanol","sum","dormitories",0.00,0.00
"butanol","shoulder","dormitories",0.00,0.00
"butanol","wint","energyIsland",0.00,0.00
"butanol","sum","energyIsland",0.00,0.00
"butanol","shoulder","energyIsland",0.00,0.00
"butanol","wint","factory",0.00,0.00
"butanol","sum","factory",0.00,0.00
"butanol","shoulder","factory",0.00,0.00
"butanol","wint","factory_assembly",0.00,0.00
"butanol","sum","factory_assembly",0.00,0.00
"butanol","shoulder","factory_assembly",0.00,0.00
"butanol","wint","factory_blades",0.00,0.00
"butanol","sum","factory_blades",0.00,0.00
"butanol","shoulder","factory_blades",0.00,0.00
"butanol","wint","hospital",0.00,0.00
"butanol","sum","hospital",0.00,0.00
"butanol","shoulder","hospital",0.00,0.00
"butanol","wint","multifunction",0.00,0.00
"butanol","sum","multifunction",0.00,0.00
"butanol","shoulder","multifunction",0.00,0.00
"butanol","wint","northDistrict",0.00,0.00
"butanol","sum","northDistrict",0.00,0.00
"butanol","shoulder","northDistrict",0.00,0.00
"butanol","wint","quality",0.00,0.00
"butanol","sum","quality",0.00,0.00
"butanol","shoulder","quality",0.00,0.00
"butanol","wint","reserved",0.00,0.00
"butanol","sum","reserved",0.00,0.00
"butanol","shoulder","reserved",0.00,0.00
"butanol","wint","residential",0.00,0.00
"butanol","sum","residential",0.00,0.00
"butanol","shoulder","residential",0.00,0.00
"butanol","wint","school",0.00,0.00
"butanol","sum","school",0.00,0.00
"butanol","shoulder","school",0.00,0.00
"butanol","wint","tech",0.00,0.00
"butanol","sum","tech",0.00,0.00
"butanol","shoulder","tech",0.00,0.00
"CNG","wint","dormitories",0.00,0.00
"CNG","sum","dormitories",0.00,0.00
"CNG","shoulder","dormitories",0.00,0.00
"CNG","wint","energyIsland",0.00,0.00
"CNG","sum","energyIsland",0.00,0.00
"CNG","shoulder","energyIsland",0.00,0.00
"CNG","wint","factory",0.00,0.00
"CNG","sum","factory",0.00,0.00
"CNG","shoulder","factory",0.00,0.00
"CNG","wint","factory_assembly",0.00,0.00
"CNG","sum","factory_assembly",0.00,0.00
"CNG","shoulder","factory_assembly",0.00,0.00
"CNG","wint","factory_blades",0.00,0.00
"CNG","sum","factory_blades",0.00,0.00
"CNG","shoulder","factory_blades",0.00,0.00
"CNG","wint","hospital",0.00,0.00
"CNG","sum","hospital",0.00,0.00
"CNG","shoulder","hospital",0.00,0.00
"CNG","wint","multifunction",0.00,0.00
"CNG","sum","multifunction",0.00,0.00
"CNG","shoulder","multifunction",0.00,0.00
"CNG","wint","northDistrict",0.00,0.00
"CNG","sum","northDistrict",0.00,0.00
"CNG","shoulder","northDistrict",0.00,0.00
"CNG","wint","quality",0.00,0.00
"CNG","sum","quality",0.00,0.00
"CNG","shoulder","quality",0.00,0.00
"CNG","wint","reserved",0.00,0.00
"CNG","sum","reserved",0.00,0.00
"CNG","shoulder","reserved",0.00,0.00
"CNG","wint","residential",0.00,0.00
"CNG","sum","residential",0.00,0.00
"CNG","shoulder","residential",0.00,0.00
"CNG","wint","school",0.00,0.00
"CNG","sum","school",0.00,0.00
"CNG","shoulder","school",0.00,0.00
"CNG","wint","tech",0.00,0.00
"CNG","sum","tech",0.00,0.00
"CNG","shoulder","tech",0.00,0.00
"CO2","wint","dormitories",0.00,0.00
"CO2","sum","dormitories",0.00,0.00
"CO2","shoulder","dormitories",0.00,0.00
"CO2","wint","energyIsland",0.00,0.00
"CO2","sum","energyIsland",0.00,0.00
"CO2","shoulder","energyIsland",0.00,0.00
"CO2","wint","factory",0.00,0.00
"CO2","sum","factory",0.00,0.00
"CO2","shoulder","factory",0.00,0.00
"CO2","wint","factory_assembly",0.00,0.00
"CO2","sum","factory_assembly",0.00,0.00
"CO2","shoulder","factory_assembly",0.00,0.00
"CO2","wint","factory_blades",0.00,0.00
"CO2","sum","factory_blades",0.00,0.00
"CO2","shoulder","factory_blades",0.00,0.00
"CO2","wint","hospital",0.00,0.00
"CO2","sum","hospital",0.00,0.00
"CO2","shoulder","hospital",0.00,0.00
"CO2","wint","multifunction",0.00,0.00
"CO2","sum","multifunction",0.00,0.00
"CO2","shoulder","multifunction",0.00,0.00
"CO2","wint","northDistrict",0.00,0.00
"CO2","sum","northDistrict",0.00,0.00
"CO2","shoulder","northDistrict",0.00,0.00
"CO2","wint","quality",0.00,0.00
"CO2","sum","quality",0.00,0.00
"CO2","shoulder","quality",0.00,0.00
"CO2","wint","reserved",0.00,0.00
"CO2","sum","reserved",0.00,0.00
"CO2","shoulder","reserved",0.00,0.00
"CO2","wint","residential",0.00,0.00
"CO2","sum","residential",0.00,0.00
"CO2","shoulder","residential",0.00,0.00
"CO2","wint","school",0.00,0.00
"CO2","sum","school",0.00,0.00
"CO2","shoulder","school",0.00,0.00
"CO2","wint","tech",0.00,0.00
"CO2","sum","tech",0.00,0.00
"CO2","shoulder","tech",0.00,0.00
"coal","wint","dormitories",0.00,0.00
"coal","sum","dormitories",0.00,0.00
"coal","shoulder","dormitories",0.00,0.00
"coal","wint","energyIsland",0.00,0.00
"coal","sum","energyIsland",0.00,0.00
"coal","shoulder","energyIsland",0.00,0.00
"coal","wint","factory",0.00,0.00
"coal","sum","factory",0.00,0.00
"coal","shoulder","factory",0.00,0.00
"coal","wint","factory_assembly",0.00,0.00
"coal","sum","factory_assembly",0.00,0.00
"coal","shoulder","factory_assembly",0.00,0.00
"coal","wint","factory_blades",0.00,0.00
"coal","sum","factory_blades",0.00,0.00
"coal","shoulder","factory_blades",0.00,0.00
"coal","wint","hospital",0.00,0.00
"coal","sum","hospital",0.00,0.00
"coal","shoulder","hospital",0.00,0.00
"coal","wint","multifunction",0.00,0.00
"coal","sum","multifunction",0.00,0.00
"coal","shoulder","multifunction",0.00,0.00
"coal","wint","northDistrict",0.00,0.00
"coal","sum","northDistrict",0.00,0.00
"coal","shoulder","northDistrict",0.00,0.00
"coal","wint","quality",0.00,0.00
"coal","sum","quality",0.00,0.00
"coal","shoulder","quality",0.00,0.00
"coal","wint","reserved",0.00,0.00
"coal","sum","reserved",0.00,0.00
"coal","shoulder","reserved",0.00,0.00
"coal","wint","residential",0.00,0.00
"coal","sum","residential",0.00,0.00
"coal","shoulder","residential",0.00,0.00
"coal","wint","school",0.00,0.00
"coal","sum","school",0.00,0.00
"coal","shoulder","school",0.00,0.00
"coal","wint","tech",0.00,0.00
"coal","sum","tech",0.00,0.00
"coal","shoulder","tech",0.00,0.00
"coke","wint","dormitories",0.00,0.00
"coke","sum","dormitories",0.00,0.00
"coke","shoulder","dormitories",0.00,0.00
"coke","wint","energyIsland",0.00,0.00
"coke","sum","energyIsland",0.00,0.00
"coke","shoulder","energyIsland",0.00,0.00
"coke","wint","factory",0.00,0.00
"coke","sum","factory",0.00,0.00
"coke","shoulder","factory",0.00,0.00
"coke","wint","factory_assembly",0.00,0.00
"coke","sum","factory_assembly",0.00,0.00
"coke","shoulder","factory_assembly",0.00,0.00
"coke","wint","factory_blades",0.00,0.00
"coke","sum","factory_blades",0.00,0.00
"coke","shoulder","factory_blades",0.00,0.00
"coke","wint","hospital",0.00,0.00
"coke","sum","hospital",0.00,0.00
"coke","shoulder","hospital",0.00,0.00
"coke","wint","multifunction",0.00,0.00
"coke","sum","multifunction",0.00,0.00
"coke","shoulder","multifunction",0.00,0.00
"coke","wint","northDistrict",0.00,0.00
"coke","sum","northDistrict",0.00,0.00
"coke","shoulder","northDistrict",0.00,0.00
"coke","wint","quality",0.00,0.00
"coke","sum","quality",0.00,0.00
"coke","shoulder","quality",0.00,0.00
"coke","wint","reserved",0.00,0.00
"coke","sum","reserved",0.00,0.00
"coke","shoulder","reserved",0.00,0.00
"coke","wint","residential",0.00,0.00
"coke","sum","residential",0.00,0.00
"coke","shoulder","residential",0.00,0.00
"coke","wint","school",0.00,0.00
"coke","sum","school",0.00,0.00
"coke","shoulder","school",0.00,0.00
"coke","wint","tech",0.00,0.00
"coke","sum","tech",0.00,0.00
"coke","shoulder","tech",0.00,0.00
"cold_primary_feed","wint","dormitories",0.00,0.00
"cold_primary_feed","sum","dormitories",0.00,0.00
"cold_primary_feed","shoulder","dormitories",0.00,0.00
"cold_primary_feed","wint","energyIsland",0.00,0.00
"cold_primary_feed","sum","energyIsland",0.00,0.00
"cold_primary_feed","shoulder","energyIsland",0.00,0.00
"cold_primary_feed","wint","factory",0.00,0.00
"cold_primary_feed","sum","factory",0.00,0.00
"cold_primary_feed","shoulder","factory",0.00,0.00
"cold_primary_feed","wint","factory_assembly",0.00,0.00
"cold_primary_feed","sum","factory_assembly",0.00,0.00
"cold_primary_feed","shoulder","factory_assembly",0.00,0.00
"cold_primary_feed","wint","factory_blades",0.00,0.00
"cold_primary_feed","sum","factory_blades",0.00,0.00
"cold_primary_feed","shoulder","factory_blades",0.00,0.00
"cold_primary_feed","wint","hospital",0.00,0.00
"cold_primary_feed","sum","hospital",0.00,0.00
"cold_primary_feed","shoulder","hospital",0.00,0.00
"cold_primary_feed","wint","multifunction",0.00,0.00
"cold_primary_feed","sum","multifunction",0.00,0.00
"cold_primary_feed","shoulder","multifunction",0.00,0.00
"cold_primary_feed","wint","northDistrict",0.00,0.00
"cold_primary_feed","sum","northDistrict",0.00,0.00
"cold_primary_feed","shoulder","northDistrict",0.00,0.00
"cold_primary_feed","wint","quality",0.00,0.00
"cold_primary_feed","sum","quality",0.00,0.00
"cold_primary_feed","shoulder","quality",0.00,0.00
"cold_primary_feed","wint","reserved",0.00,0.00
"cold_primary_feed","sum","reserved",0.00,0.00
"cold_primary_feed","shoulder","reserved",0.00,0.00
"cold_primary_feed","wint","residential",0.00,0.00
"cold_primary_feed","sum","residential",0.00,0.00
"cold_primary_feed","shoulder","residential",0.00,0.00
"cold_primary_feed","wint","school",0.00,0.00
"cold_primary_feed","sum","school",0.00,0.00
"cold_primary_feed","shoulder","school",0.00,0.00
"cold_primary_feed","wint","tech",0.00,0.00
"cold_primary_feed","sum","tech",0.00,0.00
"cold_primary_feed","shoulder","tech",0.00,0.00
"cold_primary_return","wint","dormitories",0.00,0.00
"cold_primary_return","sum","dormitories",0.00,0.00
"cold_primary_return","shoulder","dormitories",0.00,0.00
"cold_primary_return","wint","energyIsland",0.00,0.00
"cold_primary_return","sum","energyIsland",0.00,0.00
"cold_primary_return","shoulder","energyIsland",0.00,0.00
"cold_primary_return","wint","factory",0.00,0.00
"cold_primary_return","sum","factory",0.00,0.00
"cold_primary_return","shoulder","factory",0.00,0.00
"cold_primary_return","wint","factory_assembly",0.00,0.00
"cold_primary_return","sum","factory_assembly",0.00,0.00
"cold_primary_return","shoulder","factory_assembly",0.00,0.00
"cold_primary_return","wint","factory_blades",0.00,0.00
"cold_primary_return","sum","factory_blades",0.00,0.00
"cold_primary_return","shoulder","factory_blades",0.00,0.00
"cold_primary_return","wint","hospital",0.00,0.00
"cold_primary_return","sum","hospital",0.00,0.00
"cold_primary_return","shoulder","hospital",0.00,0.00
"cold_primary_return","wint","multifunction",0.00,0.00
"cold_primary_return","sum","multifunction",0.00,0.00
"cold_primary_return","shoulder","multifunction",0.00,0.00
"cold_primary_return","wint","northDistrict",0.00,0.00
"cold_primary_return","sum","northDistrict",0.00,0.00
"cold_primary_return","shoulder","northDistrict",0.00,0.00
"cold_primary_return","wint","quality",0.00,0.00
"cold_primary_return","sum","quality",0.00,0.00
"cold_primary_return","shoulder","quality",0.00,0.00
"cold_primary_return","wint","reserved",0.00,0.00
"cold_primary_return","sum","reserved",0.00,0.00
"cold_primary_return","shoulder","reserved",0.00,0.00
"cold_primary_return","wint","residential",0.00,0.00
"cold_primary_return","sum","residential",0.00,0.00
"cold_primary_return","shoulder","residential",0.00,0.00
"cold_primary_return","wint","school",0.00,0.00
"cold_primary_return","sum","school",0.00,0.00
"cold_primary_return","shoulder","school",0.00,0.00
"cold_primary_return","wint","tech",0.00,0.00
"cold_primary_return","sum","tech",0.00,0.00
"cold_primary_return","shoulder","tech",0.00,0.00
"cold_secondary_feed","wint","dormitories",0.00,0.00
"cold_secondary_feed","sum","dormitories",0.00,0.00
"cold_secondary_feed","shoulder","dormitories",0.00,0.00
"cold_secondary_feed","wint","energyIsland",0.00,0.00
"cold_secondary_feed","sum","energyIsland",0.00,0.00
"cold_secondary_feed","shoulder","energyIsland",0.00,0.00
"cold_secondary_feed","wint","factory",0.00,0.00
"cold_secondary_feed","sum","factory",0.00,0.00
"cold_secondary_feed","shoulder","factory",0.00,0.00
"cold_secondary_feed","wint","factory_assembly",0.00,0.00
"cold_secondary_feed","sum","factory_assembly",0.00,0.00
"cold_secondary_feed","shoulder","factory_assembly",0.00,0.00
"cold_secondary_feed","wint","factory_blades",0.00,0.00
"cold_secondary_feed","sum","factory_blades",0.00,0.00
"cold_secondary_feed","shoulder","factory_blades",0.00,0.00
"cold_secondary_feed","wint","hospital",0.00,0.00
"cold_secondary_feed","sum","hospital",0.00,0.00
"cold_secondary_feed","shoulder","hospital",0.00,0.00
"cold_secondary_feed","wint","multifunction",0.00,0.00
"cold_secondary_feed","sum","multifunction",0.00,0.00
"cold_secondary_feed","shoulder","multifunction",0.00,0.00
"cold_secondary_feed","wint","northDistrict",0.00,0.00
"cold_secondary_feed","sum","northDistrict",0.00,0.00
"cold_secondary_feed","shoulder","northDistrict",0.00,0.00
"cold_secondary_feed","wint","quality",0.00,0.00
"cold_secondary_feed","sum","quality",0.00,0.00
"cold_secondary_feed","shoulder","quality",0.00,0.00
"cold_secondary_feed","wint","reserved",0.00,0.00
"cold_secondary_feed","sum","reserved",0.00,0.00
"cold_secondary_feed","shoulder","reserved",0.00,0.00
"cold_secondary_feed","wint","residential",0.00,0.00
"cold_secondary_feed","sum","residential",0.00,0.00
"cold_secondary_feed","shoulder","residential",0.00,0.00
"cold_secondary_feed","wint","school",0.00,0.00
"cold_secondary_feed","sum","school",0.00,0.00
"cold_secondary_feed","shoulder","school",0.00,0.00
"cold_secondary_feed","wint","tech",0.00,0.00
"cold_secondary_feed","sum","tech",0.00,0.00
